Date	Lon	Lat	sossheig	votemper	vosaline	vomecrty	vozocrtx	ice_volume	iceconc	icethic_cea	siconcat	sithicat	snowthic_cea	uice_ipa	vice_ipa
2016-01-01	90.07881164550781	79.91991424560547	0.9297927618026733	-1.3601096868515015	25.691802978515625	0.08183886110782623	-0.0007902120123617351	0.8704361319541931	0.9957379698753357	0.8741669058799744	0.0006368840695358813	0.10000000149011612	0.05967504158616066	0.05089383199810982	-0.050901737064123154
2016-01-02	90.07881164550781	79.91991424560547	0.9222292900085449	-1.349084496498108	25.681196212768555	0.01468587201088667	-0.005596212111413479	0.8843551278114319	0.9929247498512268	0.8906605243682861	0.00028069474501535296	0.10000000149011612	0.05348793417215347	0.020986491814255714	-0.018239904195070267
2016-01-03	90.07881164550781	79.91991424560547	0.7852088809013367	-1.344770073890686	25.806583404541016	0.038925834000110626	0.019977238029241562	0.8950762152671814	0.9833359718322754	0.9102665185928345	7.248509064083919e-05	0.07999999821186066	0.05172731354832649	0.005798216909170151	-0.083957739174366
2016-01-04	90.07881164550781	79.91991424560547	0.7803065776824951	-1.3522493839263916	25.9669132232666	0.05139485001564026	-0.010875558480620384	0.9425007700920105	0.9785115122795105	0.9633210897445679	3.3775174870243063e-06	0.07333333045244217	0.032167695462703705	0.06724442541599274	-0.06824575364589691
2016-01-05	90.07881164550781	79.91991424560547	0.6960033774375916	-1.367527961730957	25.89579200744629	0.10401160269975662	-0.00975594762712717	0.9410138726234436	0.9563537836074829	0.9839678406715393	1.6333746089003398e-06	0.02666666731238365	0.02993009239435196	-0.0036160277668386698	-0.001550582004711032
2016-01-06	90.07881164550781	79.91991424560547	0.654660165309906	-1.3820217847824097	25.840179443359375	0.10434240102767944	-0.015476281754672527	0.9433777332305908	0.9527199268341064	0.9901959300041199	0.00013127937563695014	0.10000000149011612	0.030259832739830017	-0.002765606390312314	0.0024283553939312696
2016-01-07	90.07881164550781	79.91991424560547	0.6113156676292419	-1.379778504371643	25.805774688720703	0.10610761493444443	-0.01695721410214901	0.9439288377761841	0.9617927670478821	0.9814980030059814	0.0211818665266037	0.10000000149011612	0.03169015422463417	-0.005742993205785751	0.004183686338365078
2016-01-08	90.07881164550781	79.91991424560547	0.5699816942214966	-1.3755732774734497	25.77893829345703	0.12346924841403961	-0.017184162512421608	0.9499796032905579	0.9748963713645935	0.9744436144828796	0.03323497250676155	0.10000000149011612	0.03208741918206215	-0.0012567900121212006	0.0005730485427193344
2016-01-09	90.07881164550781	79.91991424560547	0.6107074618339539	-1.3733819723129272	25.755565643310547	0.14722570776939392	-0.01642642915248871	0.9581769108772278	0.9732860922813416	0.9844780564308167	0.02298041805624962	0.10000000149011612	0.032768744975328445	-0.002842518500983715	0.002516458509489894
2016-01-10	90.07881164550781	79.91991424560547	0.6449564695358276	-1.3746799230575562	25.737470626831055	0.14880138635635376	-0.012310607358813286	0.9666252136230469	0.9740809202194214	0.9923537373542786	0.019596071913838387	0.10000000149011612	0.03358270972967148	-0.004832251463085413	0.004661262966692448
2016-01-11	90.07881164550781	79.91991424560547	0.6390739679336548	-1.3755680322647095	25.710886001586914	0.18239139020442963	-0.014715297147631645	0.9744864106178284	0.9677714109420776	1.0069524049758911	0.01463401596993208	0.10000000149011612	0.03650900721549988	-0.023229600861668587	0.011752571910619736
2016-01-12	90.07881164550781	79.91991424560547	0.5910196304321289	-1.3751052618026733	25.659284591674805	0.19624291360378265	0.008357992395758629	0.9802336692810059	0.9734388589859009	1.0071077346801758	0.04514358192682266	0.10000000149011612	0.04240504652261734	-0.0280830767005682	0.07250908762216568
2016-01-13	90.07881164550781	79.91991424560547	0.6677360534667969	-1.3701978921890259	25.66737174987793	0.2111711949110031	0.03415824845433235	0.9523762464523315	0.9823340177536011	0.9694823622703552	0.058932431042194366	0.10000000149011612	0.033051807433366776	-0.024341721087694168	0.14608366787433624
2016-01-14	90.07881164550781	79.91991424560547	0.6007674336433411	-1.3754453659057617	25.664852142333984	0.11813661456108093	0.0033988237846642733	0.9597333073616028	0.9842291474342346	0.9750840663909912	0.02512204460799694	0.10000000149011612	0.01953503116965294	0.011573093943297863	0.06775500625371933
2016-01-15	90.07881164550781	79.91991424560547	0.5753949284553528	-1.3740720748901367	25.673477172851562	0.11424939334392548	0.011210585944354534	0.994318962097168	0.9866366386413574	1.0078810453414917	0.013244077563285828	0.09666666388511658	0.017299726605415344	0.008913877420127392	0.04950635880231857
2016-01-16	90.07881164550781	79.91991424560547	0.5109784007072449	-1.3745671510696411	25.6583194732666	0.08179283887147903	0.006009197793900967	1.0906754732131958	0.972808837890625	1.121178150177002	0.002418376272544265	0.10000000149011612	0.012541034258902073	0.005935792811214924	0.027774756774306297
2016-01-17	90.07881164550781	79.91991424560547	0.46075937151908875	-1.3739268779754639	25.643760681152344	0.05452708899974823	0.0043381876312196255	1.1173720359802246	0.974099338054657	1.1470847129821777	0.004803712014108896	0.10000000149011612	0.012332618236541748	-0.0011005400447174907	0.011017192155122757
2016-01-18	90.07881164550781	79.91991424560547	0.42521917819976807	-1.3734564781188965	25.63397216796875	0.04819189012050629	-0.0057762679643929005	1.1377407312393188	0.978702187538147	1.162497639656067	0.009832911193370819	0.10000000149011612	0.012784470804035664	-0.00037014277768321335	0.005286187399178743
2016-01-19	90.07881164550781	79.91991424560547	0.48933446407318115	-1.3717210292816162	25.60489845275879	0.09060940146446228	-0.00361777120269835	1.1559888124465942	0.9849662780761719	1.1736241579055786	0.0151515519246459	0.10000000149011612	0.013282905332744122	-0.004574169404804707	0.019583672285079956
2016-01-20	90.07881164550781	79.91991424560547	0.638654351234436	-1.3681700229644775	25.57185173034668	0.0808081403374672	-0.015087575651705265	1.1984822750091553	0.9876081943511963	1.2135255336761475	0.020259514451026917	0.10000000149011612	0.012746310792863369	-0.0014705031644552946	0.03316570818424225
2016-01-21	90.07881164550781	79.91991424560547	0.7244030237197876	-1.3649052381515503	25.555822372436523	0.09007876366376877	-0.017658641561865807	1.2182170152664185	0.9871072769165039	1.2341326475143433	0.015960967168211937	0.10000000149011612	0.01270304061472416	-0.0005966216558590531	0.008853637613356113
2016-01-22	90.07881164550781	79.91991424560547	0.7224956750869751	-1.3627773523330688	25.546993255615234	0.11545035243034363	-0.014841067604720592	1.2297638654708862	0.9859827160835266	1.247247576713562	0.00978392455726862	0.10000000149011612	0.012987267225980759	-0.0003693384351208806	0.0010257088579237461
2016-01-23	90.07881164550781	79.91991424560547	0.8441762924194336	-1.3610608577728271	25.535289764404297	0.13006092607975006	-0.013433665037155151	1.2409613132476807	0.9843623042106628	1.260679006576538	0.006133351940661669	0.10000000149011612	0.013096870854496956	0.0009916463168337941	0.0020535180810838938
2016-01-24	90.07881164550781	79.91991424560547	0.7305461764335632	-1.3617308139801025	25.547740936279297	0.16055996716022491	-0.014492020942270756	1.2473726272583008	0.9837462306022644	1.2680000066757202	0.006244621239602566	0.10000000149011612	0.013209705241024494	-0.003441449021920562	-0.01050471793860197
2016-01-25	90.07881164550781	79.91991424560547	0.5749734044075012	-1.3578020334243774	25.495309829711914	0.14531287550926208	-0.008639729581773281	1.2504252195358276	0.9895626902580261	1.263614535331726	0.010268483310937881	0.10000000149011612	0.013728397898375988	-0.001057345187291503	0.002490635961294174
2016-01-26	90.07881164550781	79.91991424560547	0.5535053014755249	-1.3572953939437866	25.427412033081055	0.15099897980690002	-0.005045747384428978	1.2579346895217896	0.9887838959693909	1.2722046375274658	0.007086912635713816	0.10000000149011612	0.015658583492040634	-0.0010494397720322013	0.0023631344083696604
